,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label
13,149606526487,149554164203,Lifi,2025-09-23 18:46:38.009195+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149606.526487,149554.164203,150000.0,0.9973768432466666,0.9970277613533333,USDC,crvUSD,crvUSD -> USDC
14,149541588155,149489248599,Lifi,2025-09-23 18:46:39.302433+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149541.588155,149489.248599,150000.0,0.9969439210333334,0.9965949906600001,USDT,crvUSD,crvUSD -> USDT
15,50003456213857230000000,49985955004182379969500,Lifi,2025-09-23 18:46:40.882503+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,50003.45621385723,49985.955004182375,50000.0,1.0000691242771447,0.9997191000836475,FRAX,USDT,USDT -> FRAX
16,99508459918,99473631957,Lifi,2025-09-23 18:46:42.376628+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99508.459918,99473.631957,100000.0,0.9950845991799999,0.9947363195700001,USDC,FRAX,FRAX -> USDC
17,199890500935088835900555,199820539259761554807990,Lifi,2025-09-23 18:46:42.847546+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199890.50093508884,199820.53925976157,200000.0,0.9994525046754442,0.9991026962988079,FRAX,crvUSD,crvUSD -> FRAX
18,49734157263,49716750308,Lifi,2025-09-23 18:46:44.020248+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49734.157263,49716.750308,50000.0,0.99468314526,0.99433500616,USDT,FRAX,FRAX -> USDT
19,248666580601,248579547298,Lifi,2025-09-23 18:46:45.267340+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248666.580601,248579.547298,250000.0,0.994666322404,0.994318189192,USDT,FRAX,FRAX -> USDT
20,100004267855419742879744,99969266361670345969736,Lifi,2025-09-23 18:46:46.546607+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100004.26785541975,99969.26636167035,100000.0,1.0000426785541974,0.9996926636167035,FRAX,USDT,USDT -> FRAX
21,248910543917264778886173,248823425226893736213563,Lifi,2025-09-23 18:46:48.222750+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248910.5439172648,248823.42522689374,250000.0,0.9956421756690591,0.995293700907575,GHO,FRAX,FRAX -> GHO
22,199477570856,199407753706,Lifi,2025-09-23 18:46:49.627058+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199477.570856,199407.753706,200000.0,0.99738785428,0.99703876853,USDC,crvUSD,crvUSD -> USDC
23,149622640429330428067840,149570272505180162418016,Lifi,2025-09-23 18:46:50.281631+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149622.64042933044,149570.27250518015,150000.0,0.9974842695288696,0.9971351500345343,crvUSD,USDC,USDC -> crvUSD
24,249470560748368700427672,249383246052106771382522,Lifi,2025-09-23 18:46:53.904354+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249470.5607483687,249383.24605210676,250000.0,0.9978822429934748,0.9975329842084271,crvUSD,USDT,USDT -> crvUSD
25,250104197622418177523712,250016661153250331161579,Lifi,2025-09-23 18:46:52.881635+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,250104.19762241817,250016.66115325032,250000.0,1.0004167904896726,1.0000666446130013,FRAX,USDe,USDe -> FRAX
26,99826216286,99791277110,Lifi,2025-09-23 18:46:54.213898+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99826.216286,99791.27711,100000.0,0.9982621628599999,0.9979127711,USDC,USDe,USDe -> USDC
27,200087906830355313721344,200017876062964689361542,Lifi,2025-09-23 18:46:55.381573+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,200087.90683035532,200017.8760629647,200000.0,1.0004395341517767,1.0000893803148234,FRAX,USDe,USDe -> FRAX
28,199657162318,199587282311,Lifi,2025-09-23 18:46:56.567923+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199657.162318,199587.282311,200000.0,0.99828581159,0.9979364115549999,USDC,USDe,USDe -> USDC
29,249193723502216185218861,249106505698990409554034,Lifi,2025-09-23 18:46:57.899395+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249193.7235022162,249106.50569899043,250000.0,0.9967748940088648,0.9964260227959617,crvUSD,GHO,GHO -> crvUSD
30,249480084038,249392766009,Lifi,2025-09-23 18:46:59.128332+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249480.084038,249392.766009,250000.0,0.997920336152,0.997571064036,USDC,USDT,USDT -> USDC
31,150006024653649714610176,149953522545020937210062,Lifi,2025-09-23 18:47:00.334132+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,150006.0246536497,149953.52254502094,150000.0,1.0000401643576649,0.9996901503001396,FRAX,USDT,USDT -> FRAX
32,149145311007045526224896,149093110148193060290717,Lifi,2025-09-23 18:47:01.558475+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149145.31100704553,149093.11014819305,150000.0,0.9943020733803035,0.9939540676546204,USDe,FRAX,FRAX -> USDe
33,99706665450,99671768117,Lifi,2025-09-23 18:47:03.226102+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99706.66545,99671.768117,100000.0,0.9970666545,0.99671768117,USDT,USDC,USDC -> USDT
34,198935540911,198865913472,Lifi,2025-09-23 18:47:05.272753+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,198935.540911,198865.913472,200000.0,0.9946777045549999,0.9943295673599999,USDT,FRAX,FRAX -> USDT
35,49913257086,49895787446,Lifi,2025-09-23 18:47:05.276615+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49913.257086,49895.787446,50000.0,0.9982651417199999,0.99791574892,USDC,USDe,USDe -> USDC
36,99880109670696844000000,99845151632312100104600,Lifi,2025-09-23 18:47:06.898593+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99880.10967069684,99845.1516323121,100000.0,0.9988010967069684,0.998451516323121,GHO,USDe,USDe -> GHO
37,199311972573207198695424,199242213382806576175881,Lifi,2025-09-23 18:47:07.833286+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199311.9725732072,199242.21338280657,200000.0,0.9965598628660359,0.9962110669140328,USDe,crvUSD,crvUSD -> USDe
38,99564759132099572000000,99529911466403337149800,Lifi,2025-09-23 18:47:09.572456+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99564.75913209957,99529.91146640334,100000.0,0.9956475913209957,0.9952991146640334,GHO,FRAX,FRAX -> GHO
39,200001608169373011279872,199931607606513730725924,Lifi,2025-09-23 18:47:12.274262+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,200001.608169373,199931.60760651375,200000.0,1.000008040846865,0.9996580380325687,FRAX,USDT,USDT -> FRAX
40,199416211900,199346416226,Lifi,2025-09-23 18:47:11.527764+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199416.2119,199346.416226,200000.0,0.9970810594999999,0.99673208113,USDT,USDC,USDC -> USDT
41,149520091906562821389577,149467759874395524402091,Lifi,2025-09-23 18:47:13.469625+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149520.09190656283,149467.75987439553,150000.0,0.9968006127104189,0.9964517324959702,crvUSD,GHO,GHO -> crvUSD
42,199019525025,198949868191,Lifi,2025-09-23 18:47:14.181525+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199019.525025,198949.868191,200000.0,0.995097625125,0.9947493409549999,USDC,FRAX,FRAX -> USDC
43,99725831152013190463802,99690927111109985847140,Lifi,2025-09-23 18:47:15.300908+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99725.8311520132,99690.92711110998,100000.0,0.997258311520132,0.9969092711110998,USDe,USDT,USDT -> USDe
44,99784003524,99749079123,Lifi,2025-09-23 18:47:16.534492+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99784.003524,99749.079123,100000.0,0.99784003524,0.9974907912300001,USDT,USDe,USDe -> USDT
45,49912139422,49894670173,Lifi,2025-09-23 18:47:17.869614+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49912.139422,49894.670173,50000.0,0.99824278844,0.99789340346,USDC,USDT,USDT -> USDC
46,49907747123812396000000,49890279412319061661400,Lifi,2025-09-23 18:47:19.096494+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49907.7471238124,49890.27941231906,50000.0,0.9981549424762479,0.9978055882463812,crvUSD,USDT,USDT -> crvUSD
47,99683962638851864358827,99649073251928266206301,Lifi,2025-09-23 18:47:20.602978+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99683.96263885187,99649.07325192828,100000.0,0.9968396263885186,0.9964907325192828,crvUSD,GHO,GHO -> crvUSD
48,199604130523453180608512,199534269077769971995299,Lifi,2025-09-23 18:47:22.168729+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199604.13052345318,199534.26907776998,200000.0,0.9980206526172659,0.9976713453888498,GHO,USDC,USDC -> GHO
49,199282904517,199213155500,Lifi,2025-09-23 18:47:24.625839+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199282.904517,199213.1555,200000.0,0.996414522585,0.9960657774999999,USDT,GHO,GHO -> USDT
50,249343249236,249255979099,Lifi,2025-09-23 18:47:24.114700+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249343.249236,249255.979099,250000.0,0.9973729969440001,0.997023916396,USDC,crvUSD,crvUSD -> USDC
51,149935829283064480000000,149883351742815407432000,Lifi,2025-09-23 18:47:25.379081+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149935.8292830645,149883.3517428154,150000.0,0.99957219522043,0.9992223449521027,FRAX,USDC,USDC -> FRAX
52,249584319407,249496964895,Lifi,2025-09-23 18:47:26.662547+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249584.319407,249496.964895,250000.0,0.9983372776280001,0.99798785958,USDC,USDe,USDe -> USDC
53,149535831375,149483493834,Lifi,2025-09-23 18:47:27.809792+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149535.831375,149483.493834,150000.0,0.9969055425000001,0.9965566255599999,USDC,GHO,GHO -> USDC
54,99698068426,99663174102,Lifi,2025-09-23 18:47:29.025785+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99698.068426,99663.174102,100000.0,0.99698068426,0.9966317410200001,USDT,crvUSD,crvUSD -> USDT
55,249235735376,249148502869,Lifi,2025-09-23 18:47:30.263163+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249235.735376,249148.502869,250000.0,0.996942941504,0.9965940114759999,USDT,crvUSD,crvUSD -> USDT
56,249610379857478664000000,249523016224528546467600,Lifi,2025-09-23 18:47:31.586993+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249610.37985747866,249523.01622452855,250000.0,0.9984415194299147,0.9980920648981142,GHO,USDT,USDT -> GHO
