Unnamed: 0.1,Unnamed: 0,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label,batch_id,unix_timestamp,buy_token_price,sell_token_price,block,found_timestamp
217,67,248786496253381534000000,248699420979692850463100,Lifi,2025-09-23 19:05:45.829541+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248786.4962533815,248699.4209796929,250000.0,0.995145985013526,0.9947976839187714,crvUSD,FRAX,FRAX -> crvUSD,,1758654345,0.999628,0.997628,23427709,1758654347
218,68,249504267195,249416940701,Lifi,2025-09-23 19:05:47.113110+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249504.267195,249416.940701,250000.0,0.99801706878,0.997667762804,USDT,USDe,USDe -> USDT,,1758654347,1.000798,1.001408,23427709,1758654347
219,69,199571736481689455558656,199501886373920864249210,Lifi,2025-09-23 19:05:48.343336+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199571.73648168947,199501.8863739209,200000.0,0.9978586824084472,0.9975094318696044,crvUSD,USDT,USDT -> crvUSD,,1758654348,0.999628,1.000798,23427710,1758654359
220,70,149834126097406718000000,149781684153272625648700,Lifi,2025-09-23 19:05:49.581621+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149834.12609740673,149781.68415327262,150000.0,0.9988941739827116,0.9985445610218175,GHO,USDe,USDe -> GHO,,1758654349,0.999873,1.001408,23427710,1758654359
221,71,49822464290,49805026427,Lifi,2025-09-23 19:05:51.125995+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49822.46429,49805.026427,50000.0,0.9964492858,0.99610052854,USDT,GHO,GHO -> USDT,,1758654351,1.000798,0.999873,23427710,1758654359
222,72,149756488350283960000000,149704073579361360614000,Lifi,2025-09-23 19:05:52.726949+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149756.48835028397,149704.07357936137,150000.0,0.9983765890018932,0.9980271571957424,crvUSD,USDe,USDe -> crvUSD,,1758654352,0.999628,1.001408,23427710,1758654359
223,73,49715590564016918888448,49698190107319512966837,Lifi,2025-09-23 19:05:53.378778+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49715.59056401692,49698.19010731951,50000.0,0.9943118112803384,0.9939638021463902,USDe,FRAX,FRAX -> USDe,,1758654353,1.001408,0.997628,23427710,1758654359
224,74,99838622067822360000000,99803678550098622174000,Lifi,2025-09-23 19:05:54.579121+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99838.62206782236,99803.67855009862,100000.0,0.9983862206782236,0.9980367855009862,crvUSD,USDe,USDe -> crvUSD,,1758654354,0.999628,1.001408,23427710,1758654359
225,75,248574287393908877950976,248487286393321009843693,Lifi,2025-09-23 19:05:55.837029+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248574.2873939089,248487.28639332103,250000.0,0.9942971495756356,0.9939491455732842,USDe,FRAX,FRAX -> USDe,,1758654355,1.001408,0.997628,23427710,1758654359
226,76,49948849677012914143232,49931367579625959623282,Lifi,2025-09-23 19:05:57.086264+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49948.84967701291,49931.36757962596,50000.0,0.9989769935402584,0.9986273515925193,FRAX,GHO,GHO -> FRAX,,1758654357,0.997628,0.999873,23427710,1758654359
227,77,149549243191097106000000,149496900955980222012900,Lifi,2025-09-23 19:05:58.351726+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149549.2431910971,149496.9009559802,150000.0,0.996994954607314,0.9966460063732012,USDe,USDT,USDT -> USDe,,1758654358,1.001408,1.000798,23427710,1758654359
228,78,149219972821,149167745831,Lifi,2025-09-23 19:05:59.582492+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149219.972821,149167.745831,150000.0,0.9947998188066668,0.9944516388733334,USDT,FRAX,FRAX -> USDT,,1758654359,1.000798,0.997628,23427710,1758654359
229,79,199499465041351930806272,199429640228587457630490,Lifi,2025-09-23 19:06:00.837176+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199499.4650413519,199429.64022858744,200000.0,0.9974973252067596,0.9971482011429372,crvUSD,USDC,USDC -> crvUSD,,1758654360,0.999628,1.0,23427711,1758654371
230,80,99803640329226598025778,99768709055111368716469,Lifi,2025-09-23 19:06:02.329720+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99803.6403292266,99768.70905511137,100000.0,0.998036403292266,0.9976870905511136,GHO,USDC,USDC -> GHO,,1758654362,0.999873,1.0,23427711,1758654371
231,81,248789959389,248702882903,Lifi,2025-09-23 19:06:03.667499+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248789.959389,248702.882903,250000.0,0.995159837556,0.994811531612,USDC,FRAX,FRAX -> USDC,,1758654363,1.0,0.997628,23427711,1758654371
232,82,49919357072898984509440,49901885297923469864862,Lifi,2025-09-23 19:06:04.605395+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49919.35707289899,49901.88529792347,50000.0,0.9983871414579796,0.9980377059584694,GHO,USDT,USDT -> GHO,,1758654364,0.999873,1.000798,23427711,1758654371
233,83,99430247584457532899328,99395446997802972762813,Lifi,2025-09-23 19:06:06.085056+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99430.24758445754,99395.44699780298,100000.0,0.9943024758445754,0.9939544699780298,USDe,FRAX,FRAX -> USDe,,1758654366,1.001408,0.997628,23427711,1758654371
234,84,249723491791345094000000,249636088569218123217100,Lifi,2025-09-23 19:06:08.813485+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249723.4917913451,249636.08856921812,250000.0,0.9988939671653804,0.9985443542768724,GHO,USDe,USDe -> GHO,,1758654368,0.999873,1.001408,23427711,1758654371
235,85,49843238210,49825793077,Lifi,2025-09-23 19:06:08.317768+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49843.23821,49825.793077,50000.0,0.9968647642,0.99651586154,USDC,GHO,GHO -> USDC,,1758654368,1.0,0.999873,23427711,1758654371
236,86,149468943196,149416629066,Lifi,2025-09-23 19:06:09.604543+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149468.943196,149416.629066,150000.0,0.9964596213066668,0.99611086044,USDT,GHO,GHO -> USDT,,1758654369,1.000798,0.999873,23427711,1758654371
237,87,199915479218019884859392,199845508800293577899691,Lifi,2025-09-23 19:06:10.889376+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199915.47921801987,199845.5088002936,200000.0,0.9995773960900992,0.9992275440014678,FRAX,USDC,USDC -> FRAX,,1758654370,0.997628,1.0,23427711,1758654371
238,88,149278057494,149225810174,Lifi,2025-09-23 19:06:12.127501+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149278.057494,149225.810174,150000.0,0.99518704996,0.9948387344933334,USDC,FRAX,FRAX -> USDC,,1758654372,1.0,0.997628,23427712,1758654383
239,89,99600698074211842785280,99565837829885868640305,Lifi,2025-09-23 19:06:13.354586+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99600.69807421185,99565.83782988587,100000.0,0.9960069807421184,0.9956583782988588,USDe,GHO,GHO -> USDe,,1758654373,1.001408,0.999873,23427712,1758654383
240,90,249892948427876978642308,249805485895927221699783,Lifi,2025-09-23 19:06:14.578136+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249892.94842787695,249805.4858959272,250000.0,0.999571793711508,0.9992219435837087,FRAX,USDC,USDC -> FRAX,,1758654374,0.997628,1.0,23427712,1758654383
241,91,99480913035,99446094715,Lifi,2025-09-23 19:06:15.836963+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99480.913035,99446.094715,100000.0,0.99480913035,0.99446094715,USDT,FRAX,FRAX -> USDT,,1758654375,1.000798,0.997628,23427712,1758654383
242,92,249116191268,249029000601,Lifi,2025-09-23 19:06:17.066016+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249116.191268,249029.000601,250000.0,0.996464765072,0.996116002404,USDT,GHO,GHO -> USDT,,1758654377,1.000798,0.999873,23427712,1758654383
243,93,199672915111451640000000,199603029591162631926000,Lifi,2025-09-23 19:06:19.773127+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199672.91511145164,199603.02959116263,200000.0,0.9983645755572582,0.9980151479558133,crvUSD,USDe,USDe -> crvUSD,,1758654379,0.999628,1.001408,23427712,1758654383
244,94,249371653844507442342385,249284373765661864737565,Lifi,2025-09-23 19:06:19.630285+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249371.65384450744,249284.37376566188,250000.0,0.9974866153780296,0.9971374950626476,crvUSD,USDC,USDC -> crvUSD,,1758654379,0.999628,1.0,23427712,1758654383
245,95,49919674069416520000000,49902202183492224218000,Lifi,2025-09-23 19:06:20.824734+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49919.67406941652,49902.20218349223,50000.0,0.9983934813883304,0.9980440436698446,crvUSD,USDe,USDe -> crvUSD,,1758654380,0.999628,1.001408,23427712,1758654383
246,96,198856743560242540000000,198787143699996455111000,Lifi,2025-09-23 19:06:22.097234+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,198856.74356024255,198787.1436999965,200000.0,0.9942837178012128,0.9939357184999824,USDe,FRAX,FRAX -> USDe,,1758654382,1.001408,0.997628,23427712,1758654383
247,97,49945408746316195000000,49927927853254984331750,Lifi,2025-09-23 19:06:23.349449+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49945.40874631619,49927.92785325499,50000.0,0.998908174926324,0.9985585570650998,GHO,USDe,USDe -> GHO,,1758654383,0.999873,1.001408,23427712,1758654383
248,98,149392929445401235292160,149340641920095344859808,Lifi,2025-09-23 19:06:24.579949+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149392.92944540124,149340.64192009534,150000.0,0.9959528629693416,0.9956042794673022,USDe,GHO,GHO -> USDe,,1758654384,1.001408,0.999873,23427713,1758654395
249,99,199032232412602671000000,198962571131258260065150,Lifi,2025-09-23 19:06:25.850250+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199032.2324126027,198962.57113125824,200000.0,0.9951611620630132,0.9948128556562912,crvUSD,FRAX,FRAX -> crvUSD,,1758654385,0.999628,0.997628,23427713,1758654395
