,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol
10,99672350331,99637465008,Lifi,2025-09-23 18:02:52.024635+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99672.350331,99637.465008,100000.0,0.9967235033099999,0.99637465008,USDT,frxUSD
11,99899779293298416418816,99864814370545761973069,Lifi,2025-09-23 18:02:52.419026+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99899.77929329842,99864.81437054576,100000.0,0.9989977929329842,0.9986481437054576,FRAX,frxUSD
12,99751417255273502343168,99716504259234156617348,Lifi,2025-09-23 18:02:54.271265+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99751.4172552735,99716.50425923415,100000.0,0.997514172552735,0.9971650425923415,crvUSD,USDC
13,99759762916012890000000,99724846998992285488500,Lifi,2025-09-23 18:02:55.095022+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99759.76291601289,99724.84699899229,100000.0,0.9975976291601288,0.9972484699899229,frxUSD,USDC
14,99659972352863318494301,99625091362539816332828,Lifi,2025-09-23 18:02:54.568095+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99659.97235286332,99625.09136253982,100000.0,0.9965997235286331,0.9962509136253982,USDe,USDC
15,99810209763847395344384,99775276190430048756013,Lifi,2025-09-23 18:02:54.017034+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99810.2097638474,99775.27619043004,100000.0,0.9981020976384739,0.9977527619043004,GHO,USDC
16,99706723930,99671826577,Lifi,2025-09-23 18:02:54.371835+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99706.72393,99671.826577,100000.0,0.9970672393,0.99671826577,USDT,USDC
17,99961807826423330000000,99926821193684081834500,Lifi,2025-09-23 18:02:54.598446+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99961.80782642333,99926.82119368408,100000.0,0.9996180782642333,0.9992682119368408,FRAX,USDC
18,99842137449378418000000,99807192701271135553700,Lifi,2025-09-23 18:02:54.961161+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99842.13744937842,99807.19270127114,100000.0,0.9984213744937842,0.9980719270127114,crvUSD,USDe
19,99854118792664126000000,99819169851086693555900,Lifi,2025-09-23 18:02:55.920920+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99854.11879266413,99819.1698510867,100000.0,0.9985411879266413,0.998191698510867,frxUSD,USDe
20,99836418375,99801475629,Lifi,2025-09-23 18:02:55.804894+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99836.418375,99801.475629,100000.0,0.9983641837499999,0.9980147562899999,USDC,USDe
21,99897235073239737171968,99862271040964103263958,Lifi,2025-09-23 18:02:56.361950+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99897.23507323973,99862.27104096411,100000.0,0.9989723507323973,0.9986227104096411,GHO,USDe
22,99792817839,99757890353,Lifi,2025-09-23 18:02:56.479197+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99792.817839,99757.890353,100000.0,0.9979281783899999,0.99757890353,USDT,USDe
23,100050533532363992858624,100015515845627665461123,Lifi,2025-09-23 18:02:56.843348+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100050.53353236399,100015.51584562765,100000.0,1.00050533532364,1.0001551584562764,FRAX,USDe
24,99682549830709630000000,99647660938268881629500,Lifi,2025-09-23 18:02:57.282134+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99682.54983070963,99647.66093826889,100000.0,0.9968254983070963,0.9964766093826889,crvUSD,GHO
25,99686629679494183518208,99651739359106360553977,Lifi,2025-09-23 18:02:57.590235+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99686.62967949419,99651.73935910636,100000.0,0.9968662967949419,0.9965173935910636,frxUSD,GHO
26,99678507589,99643620111,Lifi,2025-09-23 18:02:58.255831+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99678.507589,99643.620111,100000.0,0.99678507589,0.99643620111,USDC,GHO
27,99590110659569551097005,99555254120838701754121,Lifi,2025-09-23 18:02:58.338258+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99590.11065956955,99555.25412083871,100000.0,0.9959011065956954,0.9955525412083871,USDe,GHO
28,99637940909,99603067630,Lifi,2025-09-23 18:02:58.802151+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99637.940909,99603.06763,100000.0,0.99637940909,0.9960306763000001,USDT,GHO
29,99882825056509201743872,99847866067739423523262,Lifi,2025-09-23 18:02:59.989757+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99882.8250565092,99847.86606773942,100000.0,0.9988282505650921,0.9984786606773942,FRAX,GHO
30,99797753601667656318976,99762824387907072639264,Lifi,2025-09-23 18:02:59.515534+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99797.75360166766,99762.82438790708,100000.0,0.9979775360166766,0.9976282438790708,crvUSD,USDT
31,99808403108315760000000,99773470167227849484000,Lifi,2025-09-23 18:02:59.841272+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99808.40310831576,99773.47016722785,100000.0,0.9980840310831576,0.9977347016722785,frxUSD,USDT
32,99795364278,99760435901,Lifi,2025-09-23 18:03:00.306675+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99795.364278,99760.435901,100000.0,0.99795364278,0.99760435901,USDC,USDT
33,99704795605439256750000,99669898926977353010138,Lifi,2025-09-23 18:03:01.891567+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99704.79560543926,99669.89892697734,100000.0,0.9970479560543926,0.9966989892697734,USDe,USDT
34,99853817167007210012672,99818868330998757489168,Lifi,2025-09-23 18:03:00.958079+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99853.8171670072,99818.86833099875,100000.0,0.9985381716700721,0.9981886833099876,GHO,USDT
35,100005193796172480000000,99970191978343819632000,Lifi,2025-09-23 18:03:01.380443+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100005.19379617248,99970.19197834382,100000.0,1.0000519379617248,0.9997019197834383,FRAX,USDT
36,99538801170241743000000,99503962589832158389950,Lifi,2025-09-23 18:03:03.810501+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99538.80117024174,99503.96258983217,100000.0,0.9953880117024174,0.9950396258983217,crvUSD,FRAX
37,99547128272431133753344,99512286777535782856530,Lifi,2025-09-23 18:03:02.180277+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99547.12827243113,99512.28677753579,100000.0,0.9954712827243113,0.9951228677753579,frxUSD,FRAX
38,99529766000,99494930582,Lifi,2025-09-23 18:03:02.480664+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99529.766,99494.930582,100000.0,0.9952976600000001,0.99494930582,USDC,FRAX
39,99439288649251265177849,99404484898224027235037,Lifi,2025-09-23 18:03:02.977207+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99439.28864925126,99404.48489822402,100000.0,0.9943928864925127,0.9940448489822402,USDe,FRAX
40,99587777017087885574144,99552921295131904814193,Lifi,2025-09-23 18:03:04.422417+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99587.77701708788,99552.9212951319,100000.0,0.9958777701708788,0.995529212951319,GHO,FRAX
41,99486673815,99451853479,Lifi,2025-09-23 18:03:03.607364+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99486.673815,99451.853479,100000.0,0.99486673815,0.99451853479,USDT,FRAX
0,99745301637367976512358,99710390781794897720579,Lifi,2025-09-23 18:04:07.699912+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99745.30163736797,99710.39078179491,100000.0,0.9974530163736797,0.9971039078179491,frxUSD,crvUSD
1,99739564991,99704656143,Lifi,2025-09-23 18:04:08.069427+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99739.564991,99704.656143,100000.0,0.9973956499100001,0.99704656143,USDC,crvUSD
2,99650240797472649575304,99615363213193534147953,Lifi,2025-09-23 18:04:07.457578+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99650.24079747265,99615.36321319353,100000.0,0.9965024079747266,0.9961536321319353,USDe,crvUSD
3,99789470264896109150208,99754543950303395512005,Lifi,2025-09-23 18:04:08.235014+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99789.47026489611,99754.5439503034,100000.0,0.9978947026489611,0.997545439503034,GHO,crvUSD
4,99694929700,99660036475,Lifi,2025-09-23 18:04:07.598987+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99694.9297,99660.036475,100000.0,0.9969492969999999,0.99660036475,USDT,crvUSD
5,99940911733588761772032,99905932414482005705412,Lifi,2025-09-23 18:04:07.610120+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99940.91173358876,99905.93241448201,100000.0,0.9994091173358876,0.9990593241448201,FRAX,crvUSD
6,99723530998678742715589,99688627762829205155639,Lifi,2025-09-23 18:04:07.471375+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99723.53099867875,99688.62776282922,100000.0,0.9972353099867874,0.9968862776282922,crvUSD,frxUSD
7,99718008344,99683107041,Lifi,2025-09-23 18:04:07.583654+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99718.008344,99683.107041,100000.0,0.99718008344,0.99683107041,USDC,frxUSD
8,99557363603241546285056,99522518525980411743856,Lifi,2025-09-23 18:04:07.830673+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99557.36360324155,99522.51852598041,100000.0,0.9955736360324156,0.9952251852598041,USDe,frxUSD
9,99775846367144238383104,99740924820915737899670,Lifi,2025-09-23 18:04:08.278337+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99775.84636714424,99740.92482091574,100000.0,0.9977584636714424,0.9974092482091573,GHO,frxUSD
10,99672416460,99637531114,Lifi,2025-09-23 18:04:08.563390+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99672.41646,99637.531114,100000.0,0.9967241645999999,0.99637531114,USDT,frxUSD
11,99899779293298416418816,99864814370545761973069,Lifi,2025-09-23 18:04:08.965987+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99899.77929329842,99864.81437054576,100000.0,0.9989977929329842,0.9986481437054576,FRAX,frxUSD
12,99752983875039896010752,99718070330683632047148,Lifi,2025-09-23 18:04:09.327915+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99752.98387503989,99718.07033068364,100000.0,0.9975298387503989,0.9971807033068364,crvUSD,USDC
13,99761346477143653089280,99726430005876652810699,Lifi,2025-09-23 18:04:10.567787+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99761.34647714366,99726.43000587665,100000.0,0.9976134647714365,0.9972643000587665,frxUSD,USDC
14,99660908075832785764352,99626026758006244289334,Lifi,2025-09-23 18:04:11.737680+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99660.90807583279,99626.02675800624,100000.0,0.9966090807583279,0.9962602675800624,USDe,USDC
15,99814132229356820365312,99779197283076545478184,Lifi,2025-09-23 18:04:10.454270+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99814.13222935682,99779.19728307654,100000.0,0.9981413222935682,0.9977919728307655,GHO,USDC
