,Unnamed: 0,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label,batch_id
12,12,99751417255273502343168,99716504259234156617348,Lifi,2025-09-23 18:02:54.271265+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99751.4172552735,99716.50425923416,100000.0,0.997514172552735,0.9971650425923416,crvUSD,USDC,USDC -> crvUSD,
13,13,99759762916012890000000,99724846998992285488500,Lifi,2025-09-23 18:02:55.095022+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99759.76291601289,99724.84699899227,100000.0,0.9975976291601288,0.9972484699899228,frxUSD,USDC,USDC -> frxUSD,
14,14,99659972352863318494301,99625091362539816332828,Lifi,2025-09-23 18:02:54.568095+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99659.97235286332,99625.09136253982,100000.0,0.9965997235286332,0.9962509136253982,USDe,USDC,USDC -> USDe,
15,15,99810209763847395344384,99775276190430048756013,Lifi,2025-09-23 18:02:54.017034+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99810.2097638474,99775.27619043004,100000.0,0.998102097638474,0.9977527619043004,GHO,USDC,USDC -> GHO,
16,16,99706723930,99671826577,Lifi,2025-09-23 18:02:54.371835+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99706.72393,99671.826577,100000.0,0.9970672393,0.99671826577,USDT,USDC,USDC -> USDT,
17,17,99961807826423330000000,99926821193684081834500,Lifi,2025-09-23 18:02:54.598446+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99961.80782642332,99926.82119368408,100000.0,0.9996180782642332,0.9992682119368408,FRAX,USDC,USDC -> FRAX,
18,18,99842137449378418000000,99807192701271135553700,Lifi,2025-09-23 18:02:54.961161+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99842.13744937842,99807.19270127114,100000.0,0.9984213744937842,0.9980719270127114,crvUSD,USDe,USDe -> crvUSD,
19,19,99854118792664126000000,99819169851086693555900,Lifi,2025-09-23 18:02:55.920920+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99854.11879266411,99819.1698510867,100000.0,0.9985411879266411,0.998191698510867,frxUSD,USDe,USDe -> frxUSD,
20,20,99836418375,99801475629,Lifi,2025-09-23 18:02:55.804894+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99836.418375,99801.475629,100000.0,0.99836418375,0.99801475629,USDC,USDe,USDe -> USDC,
21,21,99897235073239737171968,99862271040964103263958,Lifi,2025-09-23 18:02:56.361950+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99897.23507323972,99862.27104096411,100000.0,0.9989723507323972,0.9986227104096412,GHO,USDe,USDe -> GHO,
22,22,99792817839,99757890353,Lifi,2025-09-23 18:02:56.479197+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99792.817839,99757.890353,100000.0,0.99792817839,0.99757890353,USDT,USDe,USDe -> USDT,
23,23,100050533532363992858624,100015515845627665461123,Lifi,2025-09-23 18:02:56.843348+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100050.533532364,100015.51584562764,100000.0,1.00050533532364,1.0001551584562764,FRAX,USDe,USDe -> FRAX,
24,24,99682549830709630000000,99647660938268881629500,Lifi,2025-09-23 18:02:57.282134+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99682.54983070964,99647.66093826888,100000.0,0.9968254983070964,0.9964766093826888,crvUSD,GHO,GHO -> crvUSD,
25,25,99686629679494183518208,99651739359106360553977,Lifi,2025-09-23 18:02:57.590235+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99686.6296794942,99651.73935910636,100000.0,0.996866296794942,0.9965173935910636,frxUSD,GHO,GHO -> frxUSD,
26,26,99678507589,99643620111,Lifi,2025-09-23 18:02:58.255831+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99678.507589,99643.620111,100000.0,0.99678507589,0.99643620111,USDC,GHO,GHO -> USDC,
27,27,99590110659569551097005,99555254120838701754121,Lifi,2025-09-23 18:02:58.338258+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99590.11065956956,99555.25412083873,100000.0,0.9959011065956954,0.9955525412083872,USDe,GHO,GHO -> USDe,
28,28,99637940909,99603067630,Lifi,2025-09-23 18:02:58.802151+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99637.940909,99603.06763,100000.0,0.99637940909,0.9960306763,USDT,GHO,GHO -> USDT,
29,29,99882825056509201743872,99847866067739423523262,Lifi,2025-09-23 18:02:59.989757+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99882.8250565092,99847.86606773942,100000.0,0.998828250565092,0.9984786606773942,FRAX,GHO,GHO -> FRAX,
30,30,99797753601667656318976,99762824387907072639264,Lifi,2025-09-23 18:02:59.515534+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99797.75360166766,99762.82438790708,100000.0,0.9979775360166766,0.9976282438790708,crvUSD,USDT,USDT -> crvUSD,
31,31,99808403108315760000000,99773470167227849484000,Lifi,2025-09-23 18:02:59.841272+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99808.40310831576,99773.47016722785,100000.0,0.9980840310831576,0.9977347016722784,frxUSD,USDT,USDT -> frxUSD,
32,32,99795364278,99760435901,Lifi,2025-09-23 18:03:00.306675+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99795.364278,99760.435901,100000.0,0.99795364278,0.99760435901,USDC,USDT,USDT -> USDC,
33,33,99704795605439256750000,99669898926977353010138,Lifi,2025-09-23 18:03:01.891567+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99704.79560543926,99669.89892697734,100000.0,0.9970479560543926,0.9966989892697734,USDe,USDT,USDT -> USDe,
34,34,99853817167007210012672,99818868330998757489168,Lifi,2025-09-23 18:03:00.958079+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99853.8171670072,99818.86833099875,100000.0,0.998538171670072,0.9981886833099876,GHO,USDT,USDT -> GHO,
35,35,100005193796172480000000,99970191978343819632000,Lifi,2025-09-23 18:03:01.380443+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,100005.19379617248,99970.19197834382,100000.0,1.0000519379617248,0.9997019197834384,FRAX,USDT,USDT -> FRAX,
36,36,99538801170241743000000,99503962589832158389950,Lifi,2025-09-23 18:03:03.810501+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99538.80117024174,99503.96258983215,100000.0,0.9953880117024174,0.9950396258983216,crvUSD,FRAX,FRAX -> crvUSD,
37,37,99547128272431133753344,99512286777535782856530,Lifi,2025-09-23 18:03:02.180277+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99547.12827243112,99512.2867775358,100000.0,0.9954712827243112,0.995122867775358,frxUSD,FRAX,FRAX -> frxUSD,
38,38,99529766000,99494930582,Lifi,2025-09-23 18:03:02.480664+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99529.766,99494.930582,100000.0,0.99529766,0.99494930582,USDC,FRAX,FRAX -> USDC,
39,39,99439288649251265177849,99404484898224027235037,Lifi,2025-09-23 18:03:02.977207+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99439.28864925126,99404.48489822402,100000.0,0.9943928864925128,0.9940448489822402,USDe,FRAX,FRAX -> USDe,
40,40,99587777017087885574144,99552921295131904814193,Lifi,2025-09-23 18:03:04.422417+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99587.77701708788,99552.9212951319,100000.0,0.9958777701708788,0.995529212951319,GHO,FRAX,FRAX -> GHO,
41,41,99486673815,99451853479,Lifi,2025-09-23 18:03:03.607364+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99486.673815,99451.853479,100000.0,0.99486673815,0.99451853479,USDT,FRAX,FRAX -> USDT,
42,0,99745301637367976512358,99710390781794897720579,Lifi,2025-09-23 18:04:07.699912+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99745.30163736796,99710.39078179492,100000.0,0.9974530163736796,0.9971039078179492,frxUSD,crvUSD,crvUSD -> frxUSD,
43,1,99739564991,99704656143,Lifi,2025-09-23 18:04:08.069427+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99739.564991,99704.656143,100000.0,0.99739564991,0.99704656143,USDC,crvUSD,crvUSD -> USDC,
44,2,99650240797472649575304,99615363213193534147953,Lifi,2025-09-23 18:04:07.457578+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99650.24079747264,99615.36321319352,100000.0,0.9965024079747266,0.9961536321319352,USDe,crvUSD,crvUSD -> USDe,
45,3,99789470264896109150208,99754543950303395512005,Lifi,2025-09-23 18:04:08.235014+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99789.47026489612,99754.5439503034,100000.0,0.9978947026489612,0.997545439503034,GHO,crvUSD,crvUSD -> GHO,
46,4,99694929700,99660036475,Lifi,2025-09-23 18:04:07.598987+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99694.9297,99660.036475,100000.0,0.996949297,0.99660036475,USDT,crvUSD,crvUSD -> USDT,
47,5,99940911733588761772032,99905932414482005705412,Lifi,2025-09-23 18:04:07.610120+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99940.91173358876,99905.932414482,100000.0,0.9994091173358876,0.99905932414482,FRAX,crvUSD,crvUSD -> FRAX,
48,6,99723530998678742715589,99688627762829205155639,Lifi,2025-09-23 18:04:07.471375+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99723.53099867876,99688.62776282922,100000.0,0.9972353099867874,0.9968862776282922,crvUSD,frxUSD,frxUSD -> crvUSD,
49,7,99718008344,99683107041,Lifi,2025-09-23 18:04:07.583654+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99718.008344,99683.107041,100000.0,0.99718008344,0.99683107041,USDC,frxUSD,frxUSD -> USDC,
50,8,99557363603241546285056,99522518525980411743856,Lifi,2025-09-23 18:04:07.830673+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99557.36360324157,99522.5185259804,100000.0,0.9955736360324156,0.995225185259804,USDe,frxUSD,frxUSD -> USDe,
51,9,99775846367144238383104,99740924820915737899670,Lifi,2025-09-23 18:04:08.278337+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99775.84636714424,99740.92482091574,100000.0,0.9977584636714424,0.9974092482091572,GHO,frxUSD,frxUSD -> GHO,
52,10,99672416460,99637531114,Lifi,2025-09-23 18:04:08.563390+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0xdAC17F958D2ee523a2206206994597C13D831ec7,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99672.41646,99637.531114,100000.0,0.9967241646,0.99637531114,USDT,frxUSD,frxUSD -> USDT,
53,11,99899779293298416418816,99864814370545761973069,Lifi,2025-09-23 18:04:08.965987+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xCAcd6fd266aF91b8AeD52aCCc382b4e165586E29,0x853d955aCEf822Db058eb8505911ED77F175b99e,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99899.77929329842,99864.81437054576,100000.0,0.9989977929329842,0.9986481437054576,FRAX,frxUSD,frxUSD -> FRAX,
54,12,99752983875039896010752,99718070330683632047148,Lifi,2025-09-23 18:04:09.327915+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99752.98387503988,99718.07033068364,100000.0,0.9975298387503988,0.9971807033068364,crvUSD,USDC,USDC -> crvUSD,
